Tanggal,Waktu,Response,Protocol,IP,Port,Byte,Domain
23-feb-2022,22:15:15.000,aq,udp,61.220.8.172,37784,53,ip-239-240.jalanet.co.id
23-feb-2022,22:15:14.000,aq,udp,61.220.11.67,11919,46,mail.delta.net.id
23-feb-2022,22:15:14.000,aq,udp,104.123.67.11,41568,48,thumbor.prod.vid.id
23-feb-2022,22:15:14.000,aq,udp,61.220.9.170,12142,40,brluu.co.id
23-feb-2022,22:15:14.000,aq,udp,216.131.106.197,64297,41,shopee.co.id
23-feb-2022,22:15:14.000,aq,udp,104.123.67.19,48632,51,static-web.prod.vid.id
23-feb-2022,22:15:14.000,aq,udp,61.220.10.18,49847,38,guw.co.id
23-feb-2022,22:15:14.000,aq,udp,211.16.9.86,21502,64,data-1c0a3d83e3.transfermarkt.co.id
23-feb-2022,22:15:15.000,aq,tcp,61.220.4.52,51833,49,www.flashscore.co.id
23-feb-2022,22:15:14.000,aq,tcp,61.220.9.170,49067,40,brluu.co.id
23-feb-2022,22:15:15.000,aq,tcp,61.220.0.193,43399,47,logging.baca.co.id
23-feb-2022,22:15:15.000,aq,tcp,106.241.133.25,35863,40,ebxyn.co.id
23-feb-2022,22:15:14.000,aq,tcp,61.111.20.144,50785,40,guwy9.co.id
23-feb-2022,22:15:14.000,aq,tcp,61.220.10.18,45205,38,guw.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.8.172,37784,723,ip-239-240.jalanet.co.id
23-feb-2022,22:15:14.000,ar,udp,61.220.11.67,11919,764,mail.delta.net.id
23-feb-2022,22:15:14.000,ar,udp,104.123.67.11,41568,188,thumbor.prod.vid.id
23-feb-2022,22:15:14.000,ar,udp,61.220.9.170,12142,724,brluu.co.id
23-feb-2022,22:15:14.000,ar,udp,216.131.106.197,64297,773,shopee.co.id
23-feb-2022,22:15:14.000,ar,udp,104.123.67.19,48632,191,static-web.prod.vid.id
23-feb-2022,22:15:14.000,ar,udp,61.220.10.18,49847,724,guw.co.id
23-feb-2022,22:15:14.000,ar,udp,211.16.9.86,21502,155,data-1c0a3d83e3.transfermarkt.co.id
23-feb-2022,22:15:15.000,ar,tcp,61.220.4.52,51833,720,www.flashscore.co.id
23-feb-2022,22:15:14.000,ar,tcp,61.220.9.170,49067,1822,brluu.co.id
23-feb-2022,22:15:15.000,ar,tcp,61.220.0.193,43399,775,logging.baca.co.id
23-feb-2022,22:15:15.000,ar,tcp,106.241.133.25,35863,1822,ebxyn.co.id
23-feb-2022,22:15:14.000,ar,tcp,61.111.20.144,50785,1824,guwy9.co.id
23-feb-2022,22:15:14.000,ar,tcp,61.220.10.18,45205,1822,guw.co.id
23-feb-2022,22:15:15.000,aq,udp,61.220.10.8,6220,47,img.cdn.baca.co.id
23-feb-2022,22:15:14.000,aq,udp,141.0.8.22,51202,44,banjarkab.go.id
23-feb-2022,22:15:15.000,aq,udp,104.123.67.11,46987,48,thumbor.prod.vid.id
23-feb-2022,22:15:14.000,aq,udp,216.131.106.197,61886,41,shopee.co.id
23-feb-2022,22:15:14.000,aq,udp,211.16.9.86,20197,64,data-1c0a3d83e3.transfermarkt.co.id
23-feb-2022,22:15:15.000,aq,udp,207.102.138.19,46632,51,thehaulingchicks.co.id
23-feb-2022,22:15:14.000,aq,udp,211.16.9.169,19828,35,vir.id
23-feb-2022,22:15:15.000,aq,udp,104.238.187.179,60283,49,ns5.cilacapkab.go.id
23-feb-2022,22:15:15.000,aq,tcp,207.102.138.19,47135,50,thegirlinaction.co.id
23-feb-2022,22:15:15.000,aq,tcp,207.102.138.19,33992,51,thehaulingchicks.co.id
23-feb-2022,22:15:15.000,aq,tcp,61.220.8.117,49710,39,ebxy.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.10.8,6220,775,img.cdn.baca.co.id
23-feb-2022,22:15:14.000,ar,udp,141.0.8.22,51202,755,banjarkab.go.id
23-feb-2022,22:15:15.000,ar,udp,104.123.67.11,46987,188,thumbor.prod.vid.id
23-feb-2022,22:15:14.000,ar,udp,216.131.106.197,61886,773,shopee.co.id
23-feb-2022,22:15:14.000,ar,udp,211.16.9.86,20197,155,data-1c0a3d83e3.transfermarkt.co.id
23-feb-2022,22:15:15.000,ar,udp,207.102.138.19,46632,750,thehaulingchicks.co.id
23-feb-2022,22:15:14.000,ar,udp,211.16.9.169,19828,94,vir.id
23-feb-2022,22:15:15.000,ar,udp,104.238.187.179,60283,735,ns5.cilacapkab.go.id
23-feb-2022,22:15:15.000,ar,tcp,207.102.138.19,47135,1841,thegirlinaction.co.id
23-feb-2022,22:15:15.000,ar,tcp,207.102.138.19,33992,1848,thehaulingchicks.co.id
23-feb-2022,22:15:15.000,ar,tcp,61.220.8.117,49710,1821,ebxy.co.id
23-feb-2022,22:15:15.000,aq,udp,207.102.138.19,65486,53,thegoddessmistress.co.id
23-feb-2022,22:15:14.000,aq,udp,61.220.8.114,36252,59,cfcapex01.id01.chailease.co.id
23-feb-2022,22:15:15.000,aq,udp,168.95.43.173,49978,45,circlecom.net.id
23-feb-2022,22:15:15.000,aq,udp,207.102.138.19,30781,50,thegirlinaction.co.id
23-feb-2022,22:15:15.000,aq,udp,35.208.135.3,38673,58,ns2.telkom.net.id
23-feb-2022,22:15:15.000,aq,udp,61.220.4.68,3540,49,www.flashscore.co.id
23-feb-2022,22:15:15.000,aq,udp,23.237.137.204,19125,37,paras.id
23-feb-2022,22:15:15.000,aq,udp,61.220.8.117,57296,39,ebxy.co.id
23-feb-2022,22:15:15.000,ar,udp,207.102.138.19,65486,753,thegoddessmistress.co.id
23-feb-2022,22:15:14.000,ar,udp,61.220.8.114,36252,694,cfcapex01.id01.chailease.co.id
23-feb-2022,22:15:15.000,ar,udp,168.95.43.173,49978,745,circlecom.net.id
23-feb-2022,22:15:15.000,ar,udp,207.102.138.19,30781,743,thegirlinaction.co.id
23-feb-2022,22:15:15.000,ar,udp,35.208.135.3,38673,134,ns2.telkom.net.id
23-feb-2022,22:15:15.000,ar,udp,61.220.4.68,3540,720,www.flashscore.co.id
23-feb-2022,22:15:15.000,ar,udp,23.237.137.204,19125,416,paras.id
23-feb-2022,22:15:15.000,ar,udp,61.220.8.117,57296,723,ebxy.co.id
23-feb-2022,22:15:15.000,aq,udp,202.83.24.6,53207,47,sync.danamon.co.id
23-feb-2022,22:15:14.000,aq,udp,183.87.117.18,12682,48,sra.telkomsel.co.id
23-feb-2022,22:15:15.000,aq,udp,184.51.12.13,38188,51,static-web.prod.vid.id
23-feb-2022,22:15:15.000,aq,udp,14.141.100.5,10589,49,cakra.blueline.co.id
23-feb-2022,22:15:15.000,aq,udp,184.178.230.11,48979,46,ns2.solusi.net.id
23-feb-2022,22:15:15.000,aq,udp,211.16.9.171,21599,46,www.happyfresh.id
23-feb-2022,22:15:15.000,aq,udp,208.70.128.24,60918,44,ns1.velo.net.id
23-feb-2022,22:15:15.000,aq,udp,106.241.133.25,3140,40,ebxyn.co.id
23-feb-2022,22:15:15.000,ar,udp,202.83.24.6,53207,712,sync.danamon.co.id
23-feb-2022,22:15:14.000,ar,udp,183.87.117.18,12682,773,sra.telkomsel.co.id
23-feb-2022,22:15:15.000,ar,udp,184.51.12.13,38188,510,static-web.prod.vid.id
23-feb-2022,22:15:15.000,ar,udp,14.141.100.5,10589,680,cakra.blueline.co.id
23-feb-2022,22:15:15.000,ar,udp,184.178.230.11,48979,148,ns2.solusi.net.id
23-feb-2022,22:15:15.000,ar,udp,211.16.9.171,21599,186,www.happyfresh.id
23-feb-2022,22:15:15.000,ar,udp,208.70.128.24,60918,92,ns1.velo.net.id
23-feb-2022,22:15:15.000,ar,udp,106.241.133.25,3140,724,ebxyn.co.id
23-feb-2022,22:15:15.000,aq,udp,18.162.221.205,55366,51,ip-144-75.balifiber.id
23-feb-2022,22:15:15.000,aq,udp,106.102.124.12,58786,55,log-collector.shopee.co.id
23-feb-2022,22:15:15.000,aq,udp,61.220.8.145,62233,43,mail.pbn.co.id
23-feb-2022,22:15:15.000,aq,udp,61.220.4.52,4503,49,www.flashscore.co.id
23-feb-2022,22:15:15.000,aq,udp,184.51.12.13,44142,51,static-web.prod.vid.id
23-feb-2022,22:15:15.000,aq,udp,203.219.17.136,46750,43,kalasanbaby.id
23-feb-2022,22:15:15.000,ar,udp,18.162.221.205,55366,445,ip-144-75.balifiber.id
23-feb-2022,22:15:15.000,ar,udp,106.102.124.12,58786,787,log-collector.shopee.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.8.145,62233,768,mail.pbn.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.4.52,4503,171,www.flashscore.co.id
23-feb-2022,22:15:15.000,ar,udp,184.51.12.13,44142,510,static-web.prod.vid.id
23-feb-2022,22:15:15.000,ar,udp,203.219.17.136,46750,458,kalasanbaby.id
23-feb-2022,22:15:15.000,aq,udp,198.142.152.51,43828,35,dtk.id
23-feb-2022,22:15:15.000,aq,udp,198.142.152.51,9629,35,dtk.id
23-feb-2022,22:15:15.000,aq,udp,211.16.9.171,20585,46,www.happyfresh.id
23-feb-2022,22:15:15.000,aq,udp,23.58.82.10,40270,48,sentuh.atrbpn.go.id
23-feb-2022,22:15:15.000,aq,udp,41.208.148.120,26766,59,baidubrowser.co.id
23-feb-2022,22:15:15.000,aq,udp,61.220.0.193,58321,47,logging.baca.co.id
23-feb-2022,22:15:15.000,ar,udp,198.142.152.51,43828,466,dtk.id
23-feb-2022,22:15:15.000,ar,udp,198.142.152.51,9629,466,dtk.id
23-feb-2022,22:15:15.000,ar,udp,211.16.9.171,20585,186,www.happyfresh.id
23-feb-2022,22:15:15.000,ar,udp,23.58.82.10,40270,116,sentuh.atrbpn.go.id
23-feb-2022,22:15:15.000,ar,udp,41.208.148.120,26766,126,baidubrowser.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.0.193,58321,178,logging.baca.co.id
23-feb-2022,22:15:15.000,aq,udp,61.220.11.156,1393,46,foto.kontan.co.id
23-feb-2022,22:15:15.000,aq,udp,23.32.237.130,40227,48,sentuh.atrbpn.go.id
23-feb-2022,22:15:15.000,aq,udp,60.199.20.174,21034,45,www.google.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.11.156,1393,769,foto.kontan.co.id
23-feb-2022,22:15:15.000,ar,udp,23.32.237.130,40227,116,sentuh.atrbpn.go.id
23-feb-2022,22:15:15.000,ar,udp,60.199.20.174,21034,713,www.google.co.id
23-feb-2022,22:15:15.000,aq,udp,23.237.137.204,24016,43,koi.top.net.id
23-feb-2022,22:15:15.000,aq,udp,153.128.63.232,21599,35,aln.id
23-feb-2022,22:15:15.000,ar,udp,23.237.137.204,24016,724,koi.top.net.id
23-feb-2022,22:15:15.000,ar,udp,153.128.63.232,21599,94,aln.id
23-feb-2022,22:15:15.000,aq,udp,61.220.11.107,54306,43,ns1.dtp.net.id
23-feb-2022,22:15:15.000,aq,udp,175.101.2.4,4933,41,google.co.id
23-feb-2022,22:15:15.000,aq,udp,207.102.138.19,36262,46,thegametrix.co.id
23-feb-2022,22:15:15.000,aq,udp,154.0.163.174,45731,45,cirebonkab.go.id
23-feb-2022,22:15:15.000,aq,udp,61.220.11.107,30218,43,ns2.dtp.net.id
23-feb-2022,22:15:15.000,aq,udp,61.220.9.195,56470,42,ns1.bca.co.id
23-feb-2022,22:15:15.000,aq,udp,198.142.152.21,44541,35,990.id
23-feb-2022,22:15:15.000,aq,udp,106.241.133.123,28712,40,ebxyn.co.id
23-feb-2022,22:15:15.000,aq,tcp,43.225.198.122,41707,46,co.id
23-feb-2022,22:15:15.000,aq,tcp,106.241.133.123,43968,40,ebxyn.co.id
23-feb-2022,22:15:15.000,aq,tcp,207.102.138.19,42124,46,thegametrix.co.id
23-feb-2022,22:15:16.000,aq,tcp,61.220.9.17,50868,39,ebxy.co.id
23-feb-2022,22:15:16.000,aq,tcp,149.13.73.56,36349,38,l1v.co.id
23-feb-2022,22:15:15.000,aq,tcp,207.102.138.19,54576,53,thegoddessmistress.co.id
23-feb-2022,22:15:15.000,aq,tcp,106.241.8.102,40526,40,fz2ql.co.id
23-feb-2022,22:15:15.000,aq,tcp,41.208.148.120,43620,59,baidubrowser.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.11.107,54306,708,ns1.dtp.net.id
23-feb-2022,22:15:15.000,ar,udp,175.101.2.4,4933,709,google.co.id
23-feb-2022,22:15:15.000,ar,udp,207.102.138.19,36262,736,thegametrix.co.id
23-feb-2022,22:15:15.000,ar,udp,154.0.163.174,45731,745,cirebonkab.go.id
23-feb-2022,22:15:15.000,ar,udp,61.220.11.107,30218,712,ns2.dtp.net.id
23-feb-2022,22:15:15.000,ar,udp,61.220.9.195,56470,794,ns1.bca.co.id
23-feb-2022,22:15:15.000,ar,udp,198.142.152.21,44541,428,990.id
23-feb-2022,22:15:15.000,ar,udp,106.241.133.123,28712,175,ebxyn.co.id
23-feb-2022,22:15:15.000,ar,tcp,43.225.198.122,41707,2196,co.id
23-feb-2022,22:15:15.000,ar,tcp,106.241.133.123,43968,1822,ebxyn.co.id
23-feb-2022,22:15:15.000,ar,tcp,207.102.138.19,42124,1834,thegametrix.co.id
23-feb-2022,22:15:16.000,ar,tcp,61.220.9.17,50868,1821,ebxy.co.id
23-feb-2022,22:15:16.000,ar,tcp,149.13.73.56,36349,1822,l1v.co.id
23-feb-2022,22:15:15.000,ar,tcp,207.102.138.19,54576,1851,thegoddessmistress.co.id
23-feb-2022,22:15:15.000,ar,tcp,106.241.8.102,40526,1815,fz2ql.co.id
23-feb-2022,22:15:15.000,ar,tcp,41.208.148.120,43620,675,baidubrowser.co.id
23-feb-2022,22:15:16.000,aq,udp,198.252.98.19,54721,53,elorabeautyorganic.co.id
23-feb-2022,22:15:15.000,aq,udp,106.241.8.102,35494,40,fz2ql.co.id
23-feb-2022,22:15:15.000,aq,udp,64.44.143.106,59840,45,ns2.telkom.co.id
23-feb-2022,22:15:15.000,aq,udp,43.225.198.122,56574,46,co.id
23-feb-2022,22:15:15.000,aq,udp,61.220.11.107,57810,43,ns2.dtp.net.id
23-feb-2022,22:15:15.000,aq,udp,61.220.11.107,5258,43,ns2.dtp.net.id
23-feb-2022,22:15:15.000,aq,udp,61.220.4.169,37548,45,flashscore.co.id
23-feb-2022,22:15:15.000,aq,udp,61.220.8.116,46125,47,ns3.iconpln.net.id
23-feb-2022,22:15:16.000,aq,tcp,198.252.98.19,40274,53,elorabeautyorganic.co.id
23-feb-2022,22:15:16.000,aq,tcp,45.130.231.151,49526,35,sch.id
23-feb-2022,22:15:16.000,ar,udp,198.252.98.19,54721,739,elorabeautyorganic.co.id
23-feb-2022,22:15:15.000,ar,udp,106.241.8.102,35494,717,fz2ql.co.id
23-feb-2022,22:15:15.000,ar,udp,64.44.143.106,59840,758,ns2.telkom.co.id
23-feb-2022,22:15:15.000,ar,udp,43.225.198.122,56574,1098,co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.11.107,57810,712,ns2.dtp.net.id
23-feb-2022,22:15:15.000,ar,udp,61.220.11.107,5258,712,ns2.dtp.net.id
23-feb-2022,22:15:15.000,ar,udp,61.220.4.169,37548,716,flashscore.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.8.116,46125,775,ns3.iconpln.net.id
23-feb-2022,22:15:16.000,ar,tcp,198.252.98.19,40274,1837,elorabeautyorganic.co.id
23-feb-2022,22:15:16.000,ar,tcp,45.130.231.151,49526,1234,sch.id
23-feb-2022,22:15:16.000,aq,udp,218.102.11.98,37394,37,23dy7.id
23-feb-2022,22:15:15.000,aq,udp,61.220.9.189,31370,42,ns1.bca.co.id
23-feb-2022,22:15:15.000,aq,udp,43.225.198.122,48307,53,acuvue.co.id
23-feb-2022,22:15:16.000,aq,udp,218.224.246.26,6196,41,axindo.co.id
23-feb-2022,22:15:15.000,aq,udp,61.220.11.107,42948,43,ns1.dtp.net.id
23-feb-2022,22:15:15.000,aq,udp,61.220.8.116,56118,47,ns3.iconpln.net.id
23-feb-2022,22:15:15.000,aq,udp,45.13.255.51,64653,49,cahayaservices.co.id
23-feb-2022,22:15:16.000,aq,udp,198.142.152.21,5346,35,990.id
23-feb-2022,22:15:16.000,ar,udp,218.102.11.98,37394,1032,23dy7.id
23-feb-2022,22:15:15.000,ar,udp,61.220.9.189,31370,794,ns1.bca.co.id
23-feb-2022,22:15:15.000,ar,udp,43.225.198.122,48307,682,acuvue.co.id
23-feb-2022,22:15:16.000,ar,udp,218.224.246.26,6196,710,axindo.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.11.107,42948,708,ns1.dtp.net.id
23-feb-2022,22:15:15.000,ar,udp,61.220.8.116,56118,775,ns3.iconpln.net.id
23-feb-2022,22:15:15.000,ar,udp,45.13.255.51,64653,690,cahayaservices.co.id
23-feb-2022,22:15:16.000,ar,udp,198.142.152.21,5346,428,990.id
23-feb-2022,22:15:16.000,aq,udp,218.102.11.106,17392,37,23dy7.id
23-feb-2022,22:15:15.000,aq,udp,203.85.45.141,53,32,smtp.jne.co.id
23-feb-2022,22:15:15.000,aq,udp,61.220.11.107,63362,43,ns1.dtp.net.id
23-feb-2022,22:15:16.000,aq,udp,61.220.9.155,51228,46,ns3.centro.net.id
23-feb-2022,22:15:15.000,aq,udp,61.220.9.154,15944,63,eggigis11690121.transjakarta.co.id
23-feb-2022,22:15:15.000,aq,udp,61.220.11.107,9883,43,ns1.dtp.net.id
23-feb-2022,22:15:15.000,aq,udp,203.171.240.26,39715,53,_.fractal.id
23-feb-2022,22:15:16.000,aq,udp,61.220.9.43,16026,42,ns2.bca.co.id
23-feb-2022,22:15:16.000,ar,udp,218.102.11.106,17392,1032,23dy7.id
23-feb-2022,22:15:15.000,ar,udp,203.85.45.141,53,87,smtp.jne.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.11.107,63362,708,ns1.dtp.net.id
23-feb-2022,22:15:16.000,ar,udp,61.220.9.155,51228,732,ns3.centro.net.id
23-feb-2022,22:15:15.000,ar,udp,61.220.9.154,15944,721,eggigis11690121.transjakarta.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.11.107,9883,708,ns1.dtp.net.id
23-feb-2022,22:15:15.000,ar,udp,203.171.240.26,39715,503,_.fractal.id
23-feb-2022,22:15:16.000,ar,udp,61.220.9.43,16026,798,ns2.bca.co.id
23-feb-2022,22:15:16.000,aq,udp,172.69.189.13,10249,40,lynx.net.id
23-feb-2022,22:15:15.000,aq,udp,203.85.45.141,53,32,smtp.jne.co.id
23-feb-2022,22:15:15.000,aq,udp,61.220.11.107,8341,43,ns2.dtp.net.id
23-feb-2022,22:15:16.000,aq,udp,104.222.175.0,58550,53,shopee.co.id
23-feb-2022,22:15:15.000,aq,udp,116.50.59.156,65281,44,ns1.ring.net.id
23-feb-2022,22:15:15.000,aq,udp,149.13.73.56,49596,38,l1v.co.id
23-feb-2022,22:15:16.000,aq,udp,218.102.11.98,33101,37,23dy7.id
23-feb-2022,22:15:16.000,aq,udp,203.198.24.65,22047,37,23dy7.id
23-feb-2022,22:15:16.000,ar,udp,172.69.189.13,10249,700,lynx.net.id
23-feb-2022,22:15:15.000,ar,udp,203.85.45.141,53,87,smtp.jne.co.id
23-feb-2022,22:15:15.000,ar,udp,61.220.11.107,8341,712,ns2.dtp.net.id
23-feb-2022,22:15:16.000,ar,udp,104.222.175.0,58550,143,shopee.co.id
23-feb-2022,22:15:15.000,ar,udp,116.50.59.156,65281,679,ns1.ring.net.id
23-feb-2022,22:15:15.000,ar,udp,149.13.73.56,49596,724,l1v.co.id
23-feb-2022,22:15:16.000,ar,udp,218.102.11.98,33101,1032,23dy7.id
23-feb-2022,22:15:16.000,ar,udp,203.198.24.65,22047,1032,23dy7.id
23-feb-2022,22:15:16.000,aq,udp,106.241.133.114,51990,44,ns8.asyst.co.id
23-feb-2022,22:15:16.000,aq,udp,106.241.133.114,40593,44,ns8.asyst.co.id
23-feb-2022,22:15:16.000,aq,udp,61.220.5.89,39702,45,ns2.hyper.net.id
23-feb-2022,22:15:16.000,aq,udp,106.241.133.114,61052,44,ns1.asyst.co.id
23-feb-2022,22:15:15.000,aq,udp,43.225.198.122,49717,53,acuvue.co.id
23-feb-2022,22:15:16.000,aq,udp,202.166.108.58,10836,42,img.jba.co.id
23-feb-2022,22:15:16.000,aq,udp,63.218.228.233,4947,42,telkom.net.id
23-feb-2022,22:15:16.000,ar,udp,106.241.133.114,51990,696,ns8.asyst.co.id
23-feb-2022,22:15:16.000,ar,udp,106.241.133.114,40593,696,ns8.asyst.co.id
23-feb-2022,22:15:16.000,ar,udp,61.220.5.89,39702,702,ns2.hyper.net.id
23-feb-2022,22:15:16.000,ar,udp,106.241.133.114,61052,696,ns1.asyst.co.id
23-feb-2022,22:15:15.000,ar,udp,43.225.198.122,49717,1229,acuvue.co.id
23-feb-2022,22:15:16.000,ar,udp,202.166.108.58,10836,689,img.jba.co.id
23-feb-2022,22:15:16.000,ar,udp,63.218.228.233,4947,680,telkom.net.id
23-feb-2022,22:15:16.000,aq,udp,61.220.9.155,11113,46,ns3.centro.net.id
23-feb-2022,22:15:16.000,aq,udp,193.163.125.155,50546,42,thariq.sch.id
23-feb-2022,22:15:16.000,aq,udp,61.220.9.17,28689,39,ebxy.co.id
23-feb-2022,22:15:16.000,aq,udp,106.241.133.114,25412,44,ns1.asyst.co.id
23-feb-2022,22:15:16.000,aq,udp,14.99.224.214,55330,47,dns1.neuviz.net.id
23-feb-2022,22:15:16.000,ar,udp,61.220.9.155,11113,732,ns3.centro.net.id
23-feb-2022,22:15:16.000,ar,udp,193.163.125.155,50546,110,thariq.sch.id
23-feb-2022,22:15:16.000,ar,udp,61.220.9.17,28689,723,ebxy.co.id
23-feb-2022,22:15:16.000,ar,udp,106.241.133.114,25412,696,ns1.asyst.co.id
23-feb-2022,22:15:16.000,ar,udp,14.99.224.214,55330,780,dns1.neuviz.net.id
23-feb-2022,22:15:16.000,aq,udp,115.112.18.10,55249,54,dns3.pandi.id
23-feb-2022,22:15:16.000,aq,udp,14.141.100.5,10682,51,mercury.blueline.co.id
23-feb-2022,22:15:16.000,aq,udp,203.198.24.65,58420,37,23dy7.id
23-feb-2022,22:15:16.000,aq,udp,61.220.10.140,62233,41,99designs.id
23-feb-2022,22:15:16.000,aq,udp,61.220.5.89,57310,45,ns2.hyper.net.id
23-feb-2022,22:15:16.000,ar,udp,115.112.18.10,55249,569,dns3.pandi.id
23-feb-2022,22:15:16.000,ar,udp,14.141.100.5,10682,682,mercury.blueline.co.id
23-feb-2022,22:15:16.000,ar,udp,203.198.24.65,58420,1032,23dy7.id
23-feb-2022,22:15:16.000,ar,udp,61.220.10.140,62233,419,99designs.id
