Tanggal,Waktu,Response,Protocol,IP,Port,Byte,Domain
23-feb-2022,22:15:16.000,ar,udp,61.220.5.89,57310,702,ns2.hyper.net.id
23-feb-2022,22:15:16.000,aq,udp,198.142.152.6,4409,41,p-link.co.id
23-feb-2022,22:15:16.000,aq,udp,216.123.200.38,36385,35,net.id
23-feb-2022,22:15:16.000,aq,udp,115.112.18.10,63494,54,dns3.pandi.id
23-feb-2022,22:15:16.000,aq,udp,213.128.74.130,53423,48,spam.cmagroup.co.id
23-feb-2022,22:15:16.000,ar,udp,198.142.152.6,4409,691,p-link.co.id
23-feb-2022,22:15:16.000,ar,udp,216.123.200.38,36385,1230,net.id
23-feb-2022,22:15:16.000,ar,udp,115.112.18.10,63494,569,dns3.pandi.id
23-feb-2022,22:15:16.000,ar,udp,213.128.74.130,53423,714,spam.cmagroup.co.id
23-feb-2022,22:15:16.000,aq,udp,216.123.200.52,54805,42,telkom.net.id
23-feb-2022,22:15:16.000,aq,udp,202.166.108.56,13879,42,img.jba.co.id
23-feb-2022,22:15:16.000,aq,udp,106.241.8.70,46496,40,fz2ql.co.id
23-feb-2022,22:15:16.000,ar,udp,216.123.200.52,54805,680,telkom.net.id
23-feb-2022,22:15:16.000,ar,udp,202.166.108.56,13879,689,img.jba.co.id
23-feb-2022,22:15:16.000,ar,udp,106.241.8.70,46496,717,fz2ql.co.id
23-feb-2022,22:15:16.000,aq,udp,198.252.98.19,25050,53,elorabeautyorganic.co.id
23-feb-2022,22:15:16.000,aq,udp,61.220.11.163,60774,46,isatap.ikea.co.id
23-feb-2022,22:15:16.000,aq,udp,47.88.64.67,10232,45,www.aipage.my.id
23-feb-2022,22:15:16.000,ar,udp,198.252.98.19,25050,739,elorabeautyorganic.co.id
23-feb-2022,22:15:16.000,ar,udp,61.220.11.163,60774,697,isatap.ikea.co.id
23-feb-2022,22:15:16.000,ar,udp,47.88.64.67,10232,440,www.aipage.my.id
23-feb-2022,22:15:16.000,aq,udp,14.141.100.5,10929,51,mercury.blueline.co.id
23-feb-2022,22:15:16.000,aq,udp,14.141.100.5,10824,51,mercury.blueline.co.id
23-feb-2022,22:15:16.000,aq,udp,122.252.0.4,5280,24,ns1.id
23-feb-2022,22:15:16.000,ar,udp,14.141.100.5,10929,682,mercury.blueline.co.id
23-feb-2022,22:15:16.000,ar,udp,14.141.100.5,10824,682,mercury.blueline.co.id
23-feb-2022,22:15:16.000,ar,udp,122.252.0.4,5280,83,ns1.id
23-feb-2022,22:15:16.000,aq,udp,61.220.0.81,63863,40,ebxyn.co.id
23-feb-2022,22:15:16.000,ar,udp,61.220.0.81,63863,175,ebxyn.co.id
23-feb-2022,22:15:16.000,aq,udp,216.123.200.36,47324,40,link.net.id
23-feb-2022,22:15:16.000,aq,udp,61.220.10.9,53102,39,guwy.co.id
23-feb-2022,22:15:16.000,aq,udp,81.7.13.173,39718,41,idwebhost.id
23-feb-2022,22:15:16.000,aq,udp,141.0.8.22,49133,47,stiesemarang.ac.id
23-feb-2022,22:15:16.000,aq,udp,61.220.9.169,21117,44,ns.detik.net.id
23-feb-2022,22:15:16.000,aq,udp,63.140.44.170,37528,56,cimbniags.co.id
23-feb-2022,22:15:16.000,aq,udp,156.67.209.101,61295,49,ikraconsulting.co.id
23-feb-2022,22:15:16.000,aq,udp,61.220.9.43,26539,42,ns3.bca.co.id
23-feb-2022,22:15:16.000,aq,tcp,61.220.2.59,34557,55,tangerangselatankota.go.id
23-feb-2022,22:15:16.000,aq,tcp,106.241.8.70,33240,40,fz2ql.co.id
23-feb-2022,22:15:16.000,aq,tcp,61.220.10.9,42411,39,guwy.co.id
23-feb-2022,22:15:17.000,aq,tcp,69.18.32.22,36557,46,co.id
23-feb-2022,22:15:16.000,aq,tcp,61.220.0.81,42236,40,ebxyn.co.id
23-feb-2022,22:15:16.000,aq,tcp,104.222.175.0,30359,53,shopee.co.id
23-feb-2022,22:15:16.000,ar,udp,216.123.200.36,47324,724,link.net.id
23-feb-2022,22:15:16.000,ar,udp,61.220.10.9,53102,725,guwy.co.id
23-feb-2022,22:15:16.000,ar,udp,81.7.13.173,39718,445,idwebhost.id
23-feb-2022,22:15:16.000,ar,udp,141.0.8.22,49133,430,stiesemarang.ac.id
23-feb-2022,22:15:16.000,ar,udp,61.220.9.169,21117,789,ns.detik.net.id
23-feb-2022,22:15:16.000,ar,udp,63.140.44.170,37528,739,cimbniags.co.id
23-feb-2022,22:15:16.000,ar,udp,156.67.209.101,61295,696,ikraconsulting.co.id
23-feb-2022,22:15:16.000,ar,udp,61.220.9.43,26539,798,ns3.bca.co.id
23-feb-2022,22:15:16.000,ar,tcp,61.220.2.59,34557,711,tangerangselatankota.go.id
23-feb-2022,22:15:16.000,ar,tcp,106.241.8.70,33240,1815,fz2ql.co.id
23-feb-2022,22:15:16.000,ar,tcp,61.220.10.9,42411,1823,guwy.co.id
23-feb-2022,22:15:17.000,ar,tcp,69.18.32.22,36557,2196,co.id
23-feb-2022,22:15:16.000,ar,tcp,61.220.0.81,42236,1822,ebxyn.co.id
23-feb-2022,22:15:16.000,ar,tcp,104.222.175.0,30359,1241,shopee.co.id
23-feb-2022,22:15:16.000,aq,udp,106.241.8.18,19701,40,fz2ql.co.id
23-feb-2022,22:15:16.000,aq,udp,164.124.101.44,45593,46,tesdev.btoz.co.id
23-feb-2022,22:15:17.000,aq,udp,153.128.63.245,18161,49,www.gianyarkab.go.id
23-feb-2022,22:15:16.000,aq,udp,164.124.101.44,1172,46,tesdev.btoz.co.id
23-feb-2022,22:15:16.000,aq,udp,154.61.86.52,65243,39,adhi.co.id
23-feb-2022,22:15:16.000,aq,udp,61.220.9.69,55306,47,akcdn.detik.net.id
23-feb-2022,22:15:16.000,aq,udp,61.220.9.169,39444,45,ns2.detik.net.id
23-feb-2022,22:15:16.000,aq,udp,69.18.32.22,38706,46,co.id
23-feb-2022,22:15:17.000,aq,tcp,61.220.4.51,43051,43,mail.pbn.co.id
23-feb-2022,22:15:17.000,aq,tcp,154.61.86.52,40909,39,adhi.co.id
23-feb-2022,22:15:16.000,aq,tcp,63.140.44.170,52288,56,cimbniags.co.id
23-feb-2022,22:15:16.000,aq,tcp,106.241.8.18,55734,40,fz2ql.co.id
23-feb-2022,22:15:16.000,ar,udp,106.241.8.18,19701,717,fz2ql.co.id
23-feb-2022,22:15:16.000,ar,udp,164.124.101.44,45593,694,tesdev.btoz.co.id
23-feb-2022,22:15:17.000,ar,udp,153.128.63.245,18161,185,www.gianyarkab.go.id
23-feb-2022,22:15:16.000,ar,udp,164.124.101.44,1172,694,tesdev.btoz.co.id
23-feb-2022,22:15:16.000,ar,udp,154.61.86.52,65243,684,adhi.co.id
23-feb-2022,22:15:16.000,ar,udp,61.220.9.69,55306,795,akcdn.detik.net.id
23-feb-2022,22:15:16.000,ar,udp,61.220.9.169,39444,793,ns2.detik.net.id
23-feb-2022,22:15:16.000,ar,udp,69.18.32.22,38706,34,co.id
23-feb-2022,22:15:17.000,ar,tcp,61.220.4.51,43051,768,mail.pbn.co.id
23-feb-2022,22:15:17.000,ar,tcp,154.61.86.52,40909,1233,adhi.co.id
23-feb-2022,22:15:16.000,ar,tcp,63.140.44.170,52288,1837,cimbniags.co.id
23-feb-2022,22:15:16.000,ar,tcp,106.241.8.18,55734,1815,fz2ql.co.id
23-feb-2022,22:15:16.000,aq,udp,61.220.9.195,20490,42,ns5.bca.co.id
23-feb-2022,22:15:16.000,aq,udp,61.220.8.84,47370,45,cdn.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,153.128.63.239,18314,49,www.gianyarkab.go.id
23-feb-2022,22:15:16.000,aq,udp,14.141.100.5,10436,49,cakra.blueline.co.id
23-feb-2022,22:15:17.000,aq,udp,148.59.209.36,51644,47,ns1.metrasat.co.id
23-feb-2022,22:15:16.000,aq,udp,203.196.23.49,50459,45,ns2.jinom.net.id
23-feb-2022,22:15:16.000,aq,udp,69.13.54.168,29778,34,ns1.fiber.net.id
23-feb-2022,22:15:16.000,aq,udp,61.220.9.169,16926,44,ns.detik.net.id
23-feb-2022,22:15:17.000,aq,tcp,63.140.44.170,35200,52,mesmi.co.id
23-feb-2022,22:15:17.000,aq,tcp,61.220.0.61,53554,40,ebxyn.co.id
23-feb-2022,22:15:16.000,ar,udp,61.220.9.195,20490,798,ns5.bca.co.id
23-feb-2022,22:15:16.000,ar,udp,61.220.8.84,47370,793,cdn.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,153.128.63.239,18314,185,www.gianyarkab.go.id
23-feb-2022,22:15:16.000,ar,udp,14.141.100.5,10436,680,cakra.blueline.co.id
23-feb-2022,22:15:17.000,ar,udp,148.59.209.36,51644,696,ns1.metrasat.co.id
23-feb-2022,22:15:16.000,ar,udp,203.196.23.49,50459,729,ns2.jinom.net.id
23-feb-2022,22:15:16.000,ar,udp,69.13.54.168,29778,98,ns1.fiber.net.id
23-feb-2022,22:15:16.000,ar,udp,61.220.9.169,16926,789,ns.detik.net.id
23-feb-2022,22:15:17.000,ar,tcp,63.140.44.170,35200,1832,mesmi.co.id
23-feb-2022,22:15:17.000,ar,tcp,61.220.0.61,53554,1822,ebxyn.co.id
23-feb-2022,22:15:17.000,aq,udp,153.128.63.231,18130,49,www.gianyarkab.go.id
23-feb-2022,22:15:16.000,aq,udp,61.220.4.51,59985,43,mail.pbn.co.id
23-feb-2022,22:15:17.000,aq,udp,175.96.61.21,6948,38,drakor.id
23-feb-2022,22:15:17.000,aq,udp,153.128.63.231,19902,49,www.gianyarkab.go.id
23-feb-2022,22:15:17.000,aq,udp,148.59.209.36,40174,47,ns2.metrasat.co.id
23-feb-2022,22:15:16.000,aq,udp,203.196.23.49,50305,45,ns1.jinom.net.id
23-feb-2022,22:15:16.000,aq,udp,210.69.48.93,52457,58,103-206-170-33.infotek.net.id
23-feb-2022,22:15:16.000,aq,udp,61.220.9.169,4518,45,ns2.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,153.128.63.231,18130,185,www.gianyarkab.go.id
23-feb-2022,22:15:16.000,ar,udp,61.220.4.51,59985,155,mail.pbn.co.id
23-feb-2022,22:15:17.000,ar,udp,175.96.61.21,6948,417,drakor.id
23-feb-2022,22:15:17.000,ar,udp,153.128.63.231,19902,185,www.gianyarkab.go.id
23-feb-2022,22:15:17.000,ar,udp,148.59.209.36,40174,700,ns2.metrasat.co.id
23-feb-2022,22:15:16.000,ar,udp,203.196.23.49,50305,725,ns1.jinom.net.id
23-feb-2022,22:15:16.000,ar,udp,210.69.48.93,52457,920,103-206-170-33.infotek.net.id
23-feb-2022,22:15:16.000,ar,udp,61.220.9.169,4518,793,ns2.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,23.58.82.24,46257,53,www.litbang.kemkes.go.id
23-feb-2022,22:15:17.000,aq,udp,61.220.8.82,36191,46,ns3.centro.net.id
23-feb-2022,22:15:17.000,aq,udp,61.220.9.166,26777,44,ns.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,61.220.8.92,48635,46,ns3.centro.net.id
23-feb-2022,22:15:17.000,aq,udp,148.59.209.36,7687,47,ns2.metrasat.co.id
23-feb-2022,22:15:16.000,aq,udp,153.128.63.234,17086,38,ebx.co.id
23-feb-2022,22:15:16.000,aq,udp,61.220.2.59,46465,55,tangerangselatankota.go.id
23-feb-2022,22:15:17.000,ar,udp,23.58.82.24,46257,155,www.litbang.kemkes.go.id
23-feb-2022,22:15:17.000,ar,udp,61.220.8.82,36191,732,ns3.centro.net.id
23-feb-2022,22:15:17.000,ar,udp,61.220.9.166,26777,789,ns.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,61.220.8.92,48635,732,ns3.centro.net.id
23-feb-2022,22:15:17.000,ar,udp,148.59.209.36,7687,700,ns2.metrasat.co.id
23-feb-2022,22:15:16.000,ar,udp,153.128.63.234,17086,97,ebx.co.id
23-feb-2022,22:15:16.000,ar,udp,61.220.2.59,46465,130,tangerangselatankota.go.id
23-feb-2022,22:15:17.000,aq,udp,211.16.9.168,20929,40,ubysy.co.id
23-feb-2022,22:15:17.000,aq,udp,61.220.8.81,58661,46,ns3.centro.net.id
23-feb-2022,22:15:17.000,aq,udp,61.220.9.43,52381,42,ns5.bca.co.id
23-feb-2022,22:15:17.000,aq,udp,153.128.63.245,18769,49,www.gianyarkab.go.id
23-feb-2022,22:15:17.000,aq,udp,208.94.116.209,31766,44,republika.co.id
23-feb-2022,22:15:17.000,aq,udp,208.94.116.209,19476,44,republika.co.id
23-feb-2022,22:15:17.000,aq,udp,148.59.209.36,51618,47,ns3.metrasat.co.id
23-feb-2022,22:15:17.000,aq,udp,148.59.209.36,59194,47,ns1.metrasat.co.id
23-feb-2022,22:15:17.000,ar,udp,211.16.9.168,20929,99,ubysy.co.id
23-feb-2022,22:15:17.000,ar,udp,61.220.8.81,58661,732,ns3.centro.net.id
23-feb-2022,22:15:17.000,ar,udp,61.220.9.43,52381,798,ns5.bca.co.id
23-feb-2022,22:15:17.000,ar,udp,153.128.63.245,18769,185,www.gianyarkab.go.id
23-feb-2022,22:15:17.000,ar,udp,208.94.116.209,31766,684,republika.co.id
23-feb-2022,22:15:17.000,ar,udp,208.94.116.209,19476,684,republika.co.id
23-feb-2022,22:15:17.000,ar,udp,148.59.209.36,51618,700,ns3.metrasat.co.id
23-feb-2022,22:15:17.000,ar,udp,148.59.209.36,59194,696,ns1.metrasat.co.id
23-feb-2022,22:15:17.000,aq,udp,61.220.8.55,34419,46,cdnv.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,61.220.8.85,42227,47,ns2.iconpln.net.id
23-feb-2022,22:15:17.000,aq,udp,63.140.44.170,55570,52,mesmi.co.id
23-feb-2022,22:15:17.000,aq,udp,216.123.200.54,46862,42,telkom.net.id
23-feb-2022,22:15:17.000,aq,udp,149.14.156.170,43201,40,fast.net.id
23-feb-2022,22:15:17.000,aq,udp,61.220.8.85,57744,47,ns2.iconpln.net.id
23-feb-2022,22:15:17.000,aq,udp,148.59.209.36,24641,47,ns3.metrasat.co.id
23-feb-2022,22:15:17.000,aq,udp,153.128.63.239,19557,49,www.gianyarkab.go.id
23-feb-2022,22:15:17.000,ar,udp,61.220.8.55,34419,794,cdnv.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,61.220.8.85,42227,775,ns2.iconpln.net.id
23-feb-2022,22:15:17.000,ar,udp,63.140.44.170,55570,734,mesmi.co.id
23-feb-2022,22:15:17.000,ar,udp,216.123.200.54,46862,680,telkom.net.id
23-feb-2022,22:15:17.000,ar,udp,149.14.156.170,43201,719,fast.net.id
23-feb-2022,22:15:17.000,ar,udp,61.220.8.85,57744,775,ns2.iconpln.net.id
23-feb-2022,22:15:17.000,ar,udp,148.59.209.36,24641,700,ns3.metrasat.co.id
23-feb-2022,22:15:17.000,ar,udp,153.128.63.239,19557,185,www.gianyarkab.go.id
23-feb-2022,22:15:17.000,aq,udp,106.102.124.32,50793,45,ns1.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,61.220.9.166,17200,45,ns2.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,106.102.124.32,53626,44,ns.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,61.220.8.85,45311,46,wisnu.unesa.ac.id
23-feb-2022,22:15:17.000,aq,udp,61.220.9.166,57688,45,ns2.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,149.13.73.56,13074,34,co.id
23-feb-2022,22:15:17.000,aq,udp,18.162.127.34,45644,47,server2.imln.co.id
23-feb-2022,22:15:17.000,aq,udp,18.162.127.34,43294,47,server1.imln.co.id
23-feb-2022,22:15:17.000,ar,udp,106.102.124.32,50793,139,ns1.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,61.220.9.166,17200,793,ns2.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,106.102.124.32,53626,135,ns.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,61.220.8.85,45311,522,wisnu.unesa.ac.id
23-feb-2022,22:15:17.000,ar,udp,61.220.9.166,57688,793,ns2.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,149.13.73.56,13074,372,co.id
23-feb-2022,22:15:17.000,ar,udp,18.162.127.34,45644,682,server2.imln.co.id
23-feb-2022,22:15:17.000,ar,udp,18.162.127.34,43294,682,server1.imln.co.id
23-feb-2022,22:15:17.000,aq,udp,106.241.133.114,5431,46,pj.feb.unri.ac.id
23-feb-2022,22:15:17.000,aq,udp,211.16.9.183,20955,40,ubysy.co.id
23-feb-2022,22:15:17.000,aq,udp,149.129.140.35,58261,63,cpcalendars.project.gosocial.co.id
23-feb-2022,22:15:17.000,aq,udp,61.220.8.85,40457,45,siwa.unesa.ac.id
23-feb-2022,22:15:17.000,aq,udp,61.220.8.85,46491,46,wisnu.unesa.ac.id
23-feb-2022,22:15:17.000,aq,udp,149.129.140.35,11215,60,cpcontacts.mantemanggung.sch.id
23-feb-2022,22:15:17.000,ar,udp,106.241.133.114,5431,509,pj.feb.unri.ac.id
23-feb-2022,22:15:17.000,ar,udp,211.16.9.183,20955,99,ubysy.co.id
23-feb-2022,22:15:17.000,ar,udp,149.129.140.35,58261,715,cpcalendars.project.gosocial.co.id
23-feb-2022,22:15:17.000,ar,udp,61.220.8.85,40457,516,siwa.unesa.ac.id
23-feb-2022,22:15:17.000,ar,udp,61.220.8.85,46491,522,wisnu.unesa.ac.id
23-feb-2022,22:15:17.000,ar,udp,149.129.140.35,11215,701,cpcontacts.mantemanggung.sch.id
23-feb-2022,22:15:17.000,aq,udp,61.220.9.90,36381,44,ns.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,61.220.0.61,5574,40,ebxyn.co.id
23-feb-2022,22:15:17.000,aq,udp,61.220.11.42,9506,46,cdnv.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,61.220.9.166,59338,44,ns.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,213.154.64.5,30175,59,baidubrowser.co.id
23-feb-2022,22:15:17.000,aq,udp,149.129.140.35,41343,60,cpcontacts.mantemanggung.sch.id
23-feb-2022,22:15:17.000,ar,udp,61.220.9.90,36381,789,ns.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,61.220.0.61,5574,724,ebxyn.co.id
23-feb-2022,22:15:17.000,ar,udp,61.220.11.42,9506,794,cdnv.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,61.220.9.166,59338,789,ns.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,213.154.64.5,30175,126,baidubrowser.co.id
23-feb-2022,22:15:17.000,ar,udp,149.129.140.35,41343,701,cpcontacts.mantemanggung.sch.id
23-feb-2022,22:15:17.000,aq,udp,14.141.100.5,10949,51,mercury.blueline.co.id
23-feb-2022,22:15:17.000,aq,udp,106.102.124.32,41344,44,ns.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,106.102.124.32,54455,45,ns2.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,61.220.8.85,42099,45,siwa.unesa.ac.id
23-feb-2022,22:15:17.000,aq,udp,197.230.202.130,15303,71,digilib.stmik-banjarbaru.ac.id
23-feb-2022,22:15:17.000,ar,udp,14.141.100.5,10949,682,mercury.blueline.co.id
23-feb-2022,22:15:17.000,ar,udp,106.102.124.32,41344,135,ns.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,106.102.124.32,54455,139,ns2.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,61.220.8.85,42099,516,siwa.unesa.ac.id
23-feb-2022,22:15:17.000,ar,udp,197.230.202.130,15303,450,digilib.stmik-banjarbaru.ac.id
23-feb-2022,22:15:17.000,aq,udp,61.220.9.16,26482,45,ns1.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,205.167.40.149,36181,58,_.telkomsel.co.id
23-feb-2022,22:15:17.000,ar,udp,61.220.9.16,26482,793,ns1.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,205.167.40.149,36181,158,_.telkomsel.co.id
23-feb-2022,22:15:17.000,aq,udp,210.116.101.171,57865,43,globalxl.co.id
23-feb-2022,22:15:17.000,aq,udp,61.220.1.70,32024,55,log-collector.shopee.co.id
23-feb-2022,22:15:17.000,ar,udp,210.116.101.171,57865,677,globalxl.co.id
23-feb-2022,22:15:17.000,ar,udp,61.220.1.70,32024,787,log-collector.shopee.co.id
23-feb-2022,22:15:17.000,aq,udp,23.237.137.204,61061,39,gtk.web.id
23-feb-2022,22:15:17.000,ar,udp,23.237.137.204,61061,690,gtk.web.id
23-feb-2022,22:15:17.000,aq,udp,216.123.200.36,30811,34,co.id
23-feb-2022,22:15:17.000,ar,udp,216.123.200.36,30811,1225,co.id
23-feb-2022,22:15:17.000,aq,udp,218.44.154.137,27268,47,mail.prodata.co.id
23-feb-2022,22:15:17.000,ar,udp,218.44.154.137,27268,130,mail.prodata.co.id
23-feb-2022,22:15:17.000,aq,udp,106.102.124.32,53826,45,ns1.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,106.102.124.32,53826,139,ns1.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,106.102.124.32,47884,45,ns2.detik.net.id
23-feb-2022,22:15:17.000,ar,udp,106.102.124.32,47884,139,ns2.detik.net.id
23-feb-2022,22:15:17.000,aq,udp,104.123.67.19,49461,44,cf.shopee.co.id
23-feb-2022,22:15:17.000,ar,udp,104.123.67.19,49461,184,cf.shopee.co.id
23-feb-2022,22:15:17.000,aq,udp,61.220.7.189,57754,45,ns2.telkom.co.id
23-feb-2022,22:15:17.000,aq,udp,192.230.71.145,22914,57,cdnsandbox.bankmandiri.co.id
23-feb-2022,22:15:17.000,aq,udp,106.241.133.55,43412,58,pj.feb.unri.ac.id
23-feb-2022,22:15:17.000,aq,udp,172.69.189.53,51890,40,link.net.id
23-feb-2022,22:15:17.000,aq,udp,156.67.213.151,9886,58,alderoelektrik.cakracon.co.id
23-feb-2022,22:15:17.000,aq,udp,106.241.133.13,7698,48,mircd.hokkien.my.id
23-feb-2022,22:15:17.000,aq,udp,61.16.162.69,53679,64,helpdesk.powertel.co.id
23-feb-2022,22:15:17.000,aq,udp,60.199.22.62,30518,41,iprice.co.id
23-feb-2022,22:15:17.000,aq,tcp,106.102.124.32,54912,44,ns.detik.net.id
23-feb-2022,22:15:17.000,aq,tcp,218.44.154.137,12036,47,mail.prodata.co.id
23-feb-2022,22:15:18.000,aq,tcp,23.44.5.144,34677,58,www.watsons.co.id
23-feb-2022,22:15:17.000,aq,tcp,106.102.124.32,43507,45,ns1.detik.net.id
23-feb-2022,22:15:18.000,aq,tcp,117.111.29.14,46103,44,ns.detik.net.id
23-feb-2022,22:15:17.000,aq,tcp,61.16.162.69,39715,64,helpdesk.powertel.co.id
23-feb-2022,22:15:17.000,aq,tcp,106.102.124.32,40336,45,ns2.detik.net.id
23-feb-2022,22:15:17.000,aq,tcp,106.102.124.32,43443,45,ns1.detik.net.id
