Tanggal,Waktu,Response,Protocol,IP,Port,Byte,Domain
23-feb-2022,22:15:18.000,aq,udp,203.75.117.47,35065,47,ns2.metrasat.co.id
23-feb-2022,22:15:18.000,aq,udp,204.101.161.19,9157,47,thehairymilf.co.id
23-feb-2022,22:15:18.000,aq,udp,203.75.117.47,62207,47,ns2.metrasat.co.id
23-feb-2022,22:15:18.000,aq,udp,211.16.9.184,17462,40,raion.my.id
23-feb-2022,22:15:18.000,aq,udp,61.220.0.106,12598,39,8q6o.co.id
23-feb-2022,22:15:18.000,aq,udp,192.160.250.250,34347,42,telkom.net.id
23-feb-2022,22:15:18.000,aq,udp,110.235.226.36,56074,48,sra.telkomsel.co.id
23-feb-2022,22:15:18.000,aq,tcp,154.61.81.202,33983,45,datautama.net.id
23-feb-2022,22:15:18.000,aq,tcp,115.112.18.10,42406,56,jnetwork.net.id
23-feb-2022,22:15:18.000,aq,tcp,61.220.0.95,46334,39,8q6o.co.id
23-feb-2022,22:15:18.000,aq,tcp,203.198.24.70,37938,56,jobstreet.co.id
23-feb-2022,22:15:18.000,aq,tcp,203.75.117.47,47350,47,ns1.metrasat.co.id
23-feb-2022,22:15:18.000,aq,tcp,203.75.117.47,47352,47,ns2.metrasat.co.id
23-feb-2022,22:15:18.000,aq,tcp,61.220.6.63,33445,44,www.intel.co.id
23-feb-2022,22:15:18.000,aq,tcp,61.220.0.106,48744,39,8q6o.co.id
23-feb-2022,22:15:18.000,aq,tcp,185.180.100.67,39471,49,ui.ac.id
23-feb-2022,22:15:18.000,aq,tcp,204.101.161.19,50478,47,thehairymilf.co.id
23-feb-2022,22:15:18.000,ar,udp,203.75.117.47,49911,115,ns1.metrasat.co.id
23-feb-2022,22:15:18.000,ar,udp,203.75.117.47,35065,119,ns2.metrasat.co.id
23-feb-2022,22:15:18.000,ar,udp,204.101.161.19,9157,750,thehairymilf.co.id
23-feb-2022,22:15:18.000,ar,udp,203.75.117.47,62207,119,ns2.metrasat.co.id
23-feb-2022,22:15:18.000,ar,udp,211.16.9.184,17462,98,raion.my.id
23-feb-2022,22:15:18.000,ar,udp,61.220.0.106,12598,174,8q6o.co.id
23-feb-2022,22:15:18.000,ar,udp,192.160.250.250,34347,680,telkom.net.id
23-feb-2022,22:15:18.000,ar,udp,110.235.226.36,56074,160,sra.telkomsel.co.id
23-feb-2022,22:15:18.000,ar,tcp,154.61.81.202,33983,1236,datautama.net.id
23-feb-2022,22:15:18.000,ar,tcp,115.112.18.10,42406,1244,jnetwork.net.id
23-feb-2022,22:15:18.000,ar,tcp,61.220.0.95,46334,1821,8q6o.co.id
23-feb-2022,22:15:18.000,ar,tcp,203.198.24.70,37938,1236,jobstreet.co.id
23-feb-2022,22:15:18.000,ar,tcp,203.75.117.47,47350,696,ns1.metrasat.co.id
23-feb-2022,22:15:18.000,ar,tcp,203.75.117.47,47352,700,ns2.metrasat.co.id
23-feb-2022,22:15:18.000,ar,tcp,61.220.6.63,33445,713,www.intel.co.id
23-feb-2022,22:15:18.000,ar,tcp,61.220.0.106,48744,1821,8q6o.co.id
23-feb-2022,22:15:18.000,ar,tcp,185.180.100.67,39471,713,ui.ac.id
23-feb-2022,22:15:18.000,ar,tcp,204.101.161.19,50478,1848,thehairymilf.co.id
23-feb-2022,22:15:18.000,aq,udp,203.75.117.47,42385,47,ns1.metrasat.co.id
23-feb-2022,22:15:18.000,aq,udp,61.220.0.95,41849,39,8q6o.co.id
23-feb-2022,22:15:18.000,aq,udp,117.111.29.28,48405,45,ns2.detik.net.id
23-feb-2022,22:15:18.000,aq,udp,117.111.29.28,59559,45,ns2.detik.net.id
23-feb-2022,22:15:18.000,aq,udp,211.16.9.167,17411,40,raion.my.id
23-feb-2022,22:15:18.000,aq,udp,209.250.230.218,52484,37,gi.co.id
23-feb-2022,22:15:18.000,aq,udp,117.111.29.28,60092,44,ns.detik.net.id
23-feb-2022,22:15:18.000,aq,udp,43.225.198.122,53133,61,api.payment.mapan.id
23-feb-2022,22:15:19.000,aq,tcp,61.220.8.175,64092,40,guwy9.co.id
23-feb-2022,22:15:19.000,aq,tcp,2.17.112.39,50875,49,www-src.lazada.co.id
23-feb-2022,22:15:18.000,aq,tcp,110.235.226.36,54355,48,sra.telkomsel.co.id
23-feb-2022,22:15:18.000,aq,tcp,125.227.58.90,52411,57,www.google.co.id
23-feb-2022,22:15:18.000,aq,tcp,203.75.117.47,47351,47,ns1.metrasat.co.id
23-feb-2022,22:15:19.000,aq,tcp,14.140.219.238,57103,57,ns2.iptek.net.id
23-feb-2022,22:15:18.000,ar,udp,203.75.117.47,42385,115,ns1.metrasat.co.id
23-feb-2022,22:15:18.000,ar,udp,61.220.0.95,41849,174,8q6o.co.id
23-feb-2022,22:15:18.000,ar,udp,117.111.29.28,48405,793,ns2.detik.net.id
23-feb-2022,22:15:18.000,ar,udp,117.111.29.28,59559,793,ns2.detik.net.id
23-feb-2022,22:15:18.000,ar,udp,211.16.9.167,17411,98,raion.my.id
23-feb-2022,22:15:18.000,ar,udp,209.250.230.218,52484,748,gi.co.id
23-feb-2022,22:15:18.000,ar,udp,117.111.29.28,60092,789,ns.detik.net.id
23-feb-2022,22:15:18.000,ar,udp,43.225.198.122,53133,491,api.payment.mapan.id
23-feb-2022,22:15:19.000,ar,tcp,61.220.8.175,64092,1824,guwy9.co.id
23-feb-2022,22:15:19.000,ar,tcp,2.17.112.39,50875,690,www-src.lazada.co.id
23-feb-2022,22:15:18.000,ar,tcp,110.235.226.36,54355,773,sra.telkomsel.co.id
23-feb-2022,22:15:18.000,ar,tcp,125.227.58.90,52411,713,www.google.co.id
23-feb-2022,22:15:18.000,ar,tcp,203.75.117.47,47351,696,ns1.metrasat.co.id
23-feb-2022,22:15:19.000,ar,tcp,14.140.219.238,57103,735,ns2.iptek.net.id
23-feb-2022,22:15:18.000,aq,udp,61.220.9.190,43179,45,siwa.unesa.ac.id
23-feb-2022,22:15:18.000,aq,udp,211.16.9.182,17482,40,raion.my.id
23-feb-2022,22:15:18.000,aq,udp,83.158.0.32,46978,37,poste.id
23-feb-2022,22:15:18.000,aq,udp,61.220.8.41,40438,49,wpad.chailease.co.id
23-feb-2022,22:15:18.000,aq,udp,218.102.11.98,31539,48,www.jobstreet.co.id
23-feb-2022,22:15:18.000,aq,udp,117.111.29.28,49863,44,ns.detik.net.id
23-feb-2022,22:15:18.000,aq,udp,218.102.11.97,60756,39,babe.co.id
23-feb-2022,22:15:18.000,aq,udp,61.220.8.58,39182,53,static-file.lazada.co.id
23-feb-2022,22:15:19.000,aq,tcp,2.17.112.39,42279,49,www-src.lazada.co.id
23-feb-2022,22:15:18.000,aq,tcp,203.75.117.47,47353,47,ns2.metrasat.co.id
23-feb-2022,22:15:19.000,aq,tcp,14.140.219.238,60699,57,ns1.iptek.net.id
23-feb-2022,22:15:18.000,ar,udp,61.220.9.190,43179,516,siwa.unesa.ac.id
23-feb-2022,22:15:18.000,ar,udp,211.16.9.182,17482,98,raion.my.id
23-feb-2022,22:15:18.000,ar,udp,83.158.0.32,46978,405,poste.id
23-feb-2022,22:15:18.000,ar,udp,61.220.8.41,40438,684,wpad.chailease.co.id
23-feb-2022,22:15:18.000,ar,udp,218.102.11.98,31539,804,www.jobstreet.co.id
23-feb-2022,22:15:18.000,ar,udp,117.111.29.28,49863,789,ns.detik.net.id
23-feb-2022,22:15:18.000,ar,udp,218.102.11.97,60756,1231,babe.co.id
23-feb-2022,22:15:18.000,ar,udp,61.220.8.58,39182,694,static-file.lazada.co.id
23-feb-2022,22:15:19.000,ar,tcp,2.17.112.39,42279,690,www-src.lazada.co.id
23-feb-2022,22:15:18.000,ar,tcp,203.75.117.47,47353,700,ns2.metrasat.co.id
23-feb-2022,22:15:19.000,ar,tcp,14.140.219.238,60699,731,ns1.iptek.net.id
23-feb-2022,22:15:18.000,aq,udp,2.17.112.39,45970,49,www-src.lazada.co.id
23-feb-2022,22:15:18.000,aq,udp,43.225.198.122,45096,49,mapan.id
23-feb-2022,22:15:18.000,aq,udp,203.59.1.44,37660,47,ns2.metrasat.co.id
23-feb-2022,22:15:18.000,aq,udp,211.16.9.182,17888,40,raion.my.id
23-feb-2022,22:15:18.000,aq,udp,203.198.24.70,35113,60,www.jobstreet.co.id
23-feb-2022,22:15:18.000,aq,udp,61.220.10.185,33212,45,www.google.co.id
23-feb-2022,22:15:18.000,aq,udp,125.227.58.90,56404,57,www.google.co.id
23-feb-2022,22:15:18.000,aq,udp,115.89.32.55,53674,57,ns2.cepat.net.id
23-feb-2022,22:15:18.000,ar,udp,2.17.112.39,45970,141,www-src.lazada.co.id
23-feb-2022,22:15:18.000,ar,udp,43.225.198.122,45096,707,mapan.id
23-feb-2022,22:15:18.000,ar,udp,203.59.1.44,37660,700,ns2.metrasat.co.id
23-feb-2022,22:15:18.000,ar,udp,211.16.9.182,17888,98,raion.my.id
23-feb-2022,22:15:18.000,ar,udp,203.198.24.70,35113,804,www.jobstreet.co.id
23-feb-2022,22:15:18.000,ar,udp,61.220.10.185,33212,713,www.google.co.id
23-feb-2022,22:15:18.000,ar,udp,125.227.58.90,56404,164,www.google.co.id
23-feb-2022,22:15:18.000,ar,udp,115.89.32.55,53674,766,ns2.cepat.net.id
23-feb-2022,22:15:18.000,aq,udp,115.89.32.55,51396,57,ns2.cepat.net.id
23-feb-2022,22:15:18.000,aq,udp,203.59.1.44,43447,47,ns1.metrasat.co.id
23-feb-2022,22:15:19.000,aq,udp,112.217.175.226,56986,42,pa-arso.go.id
23-feb-2022,22:15:18.000,aq,udp,211.16.9.167,16814,40,raion.my.id
23-feb-2022,22:15:18.000,aq,udp,61.220.8.86,41678,48,mail.pr2media.or.id
23-feb-2022,22:15:18.000,aq,udp,68.228.15.11,23375,46,jktns2.biz.net.id
23-feb-2022,22:15:18.000,aq,udp,115.89.32.55,47463,57,ns3.cepat.net.id
23-feb-2022,22:15:18.000,aq,udp,115.89.32.55,53600,57,ns3.cepat.net.id
23-feb-2022,22:15:18.000,ar,udp,115.89.32.55,51396,766,ns2.cepat.net.id
23-feb-2022,22:15:18.000,ar,udp,203.59.1.44,43447,696,ns1.metrasat.co.id
23-feb-2022,22:15:19.000,ar,udp,112.217.175.226,56986,725,pa-arso.go.id
23-feb-2022,22:15:18.000,ar,udp,211.16.9.167,16814,98,raion.my.id
23-feb-2022,22:15:18.000,ar,udp,61.220.8.86,41678,428,mail.pr2media.or.id
23-feb-2022,22:15:18.000,ar,udp,68.228.15.11,23375,188,jktns2.biz.net.id
23-feb-2022,22:15:18.000,ar,udp,115.89.32.55,47463,766,ns3.cepat.net.id
23-feb-2022,22:15:18.000,ar,udp,115.89.32.55,53600,766,ns3.cepat.net.id
23-feb-2022,22:15:18.000,aq,udp,14.140.219.238,62511,57,ns2.iptek.net.id
23-feb-2022,22:15:18.000,aq,udp,61.220.8.94,37702,53,static-file.lazada.co.id
23-feb-2022,22:15:19.000,aq,udp,112.217.175.226,56986,50,pa-jakartapusat.go.id
23-feb-2022,22:15:18.000,aq,udp,218.102.11.98,40118,48,www.jobstreet.co.id
23-feb-2022,22:15:18.000,aq,udp,122.252.0.4,34077,32,ns1.rad.net.id
23-feb-2022,22:15:18.000,aq,udp,211.16.9.184,16113,40,raion.my.id
23-feb-2022,22:15:18.000,aq,udp,115.89.32.55,39118,57,ns4.cepat.net.id
23-feb-2022,22:15:18.000,aq,udp,203.59.1.44,11082,47,ns3.metrasat.co.id
23-feb-2022,22:15:18.000,ar,udp,14.140.219.238,62511,137,ns2.iptek.net.id
23-feb-2022,22:15:18.000,ar,udp,61.220.8.94,37702,694,static-file.lazada.co.id
23-feb-2022,22:15:19.000,ar,udp,112.217.175.226,56986,713,pa-jakartapusat.go.id
23-feb-2022,22:15:18.000,ar,udp,218.102.11.98,40118,804,www.jobstreet.co.id
23-feb-2022,22:15:18.000,ar,udp,122.252.0.4,34077,89,ns1.rad.net.id
23-feb-2022,22:15:18.000,ar,udp,211.16.9.184,16113,98,raion.my.id
23-feb-2022,22:15:18.000,ar,udp,115.89.32.55,39118,766,ns4.cepat.net.id
23-feb-2022,22:15:18.000,ar,udp,203.59.1.44,11082,700,ns3.metrasat.co.id
23-feb-2022,22:15:19.000,aq,udp,61.220.11.99,26588,44,ns2.wave.net.id
23-feb-2022,22:15:19.000,aq,udp,23.237.137.204,18980,42,garuda.net.id
23-feb-2022,22:15:19.000,aq,udp,112.217.175.226,56986,42,pa-arso.go.id
23-feb-2022,22:15:18.000,aq,udp,115.89.32.55,43173,57,ns1.cepat.net.id
23-feb-2022,22:15:18.000,aq,udp,61.220.8.175,64179,40,guwy9.co.id
23-feb-2022,22:15:18.000,aq,udp,203.198.24.70,42651,56,jobstreet.co.id
23-feb-2022,22:15:18.000,aq,udp,61.220.8.86,40928,48,mail.pr2media.or.id
23-feb-2022,22:15:18.000,aq,udp,14.140.219.238,9333,57,ns1.iptek.net.id
23-feb-2022,22:15:19.000,ar,udp,61.220.11.99,26588,696,ns2.wave.net.id
23-feb-2022,22:15:19.000,ar,udp,23.237.137.204,18980,692,garuda.net.id
23-feb-2022,22:15:19.000,ar,udp,112.217.175.226,56986,725,pa-arso.go.id
23-feb-2022,22:15:18.000,ar,udp,115.89.32.55,43173,762,ns1.cepat.net.id
23-feb-2022,22:15:18.000,ar,udp,61.220.8.175,64179,726,guwy9.co.id
23-feb-2022,22:15:18.000,ar,udp,203.198.24.70,42651,687,jobstreet.co.id
23-feb-2022,22:15:18.000,ar,udp,61.220.8.86,40928,428,mail.pr2media.or.id
23-feb-2022,22:15:18.000,ar,udp,14.140.219.238,9333,133,ns1.iptek.net.id
23-feb-2022,22:15:19.000,aq,udp,184.51.146.99,51341,44,slb.rctiplus.id
23-feb-2022,22:15:19.000,aq,udp,5.181.216.101,14606,50,inspirasiindonesia.id
23-feb-2022,22:15:19.000,aq,udp,112.217.175.226,56986,50,pa-jakartapusat.go.id
23-feb-2022,22:15:18.000,aq,udp,83.158.5.32,62618,37,poste.id
23-feb-2022,22:15:18.000,aq,udp,200.10.182.156,16383,42,central.my.id
23-feb-2022,22:15:18.000,aq,udp,23.58.82.19,64716,53,www.litbang.kemkes.go.id
23-feb-2022,22:15:19.000,aq,udp,23.58.82.19,50483,53,www.litbang.kemkes.go.id
23-feb-2022,22:15:19.000,aq,udp,61.220.10.82,25190,45,ns2.telkom.co.id
23-feb-2022,22:15:19.000,ar,udp,184.51.146.99,51341,422,slb.rctiplus.id
23-feb-2022,22:15:19.000,ar,udp,5.181.216.101,14606,429,inspirasiindonesia.id
23-feb-2022,22:15:19.000,ar,udp,112.217.175.226,56986,713,pa-jakartapusat.go.id
23-feb-2022,22:15:18.000,ar,udp,83.158.5.32,62618,405,poste.id
23-feb-2022,22:15:18.000,ar,udp,200.10.182.156,16383,517,central.my.id
23-feb-2022,22:15:18.000,ar,udp,23.58.82.19,64716,155,www.litbang.kemkes.go.id
23-feb-2022,22:15:19.000,ar,udp,23.58.82.19,50483,155,www.litbang.kemkes.go.id
23-feb-2022,22:15:19.000,ar,udp,61.220.10.82,25190,758,ns2.telkom.co.id
23-feb-2022,22:15:19.000,aq,udp,197.242.144.170,52369,43,ns2.apik.co.id
23-feb-2022,22:15:19.000,aq,udp,45.130.231.151,27320,43,poltekim.ac.id
23-feb-2022,22:15:19.000,aq,udp,23.32.237.123,42554,52,covidcenter.hilab.co.id
23-feb-2022,22:15:18.000,aq,udp,61.220.9.190,9364,47,brahma.unesa.ac.id
23-feb-2022,22:15:19.000,aq,udp,61.220.8.27,33805,50,core01.maxindo.net.id
23-feb-2022,22:15:18.000,aq,udp,61.220.6.63,53943,44,www.intel.co.id
23-feb-2022,22:15:19.000,aq,udp,61.111.20.31,6145,37,viruu.id
23-feb-2022,22:15:19.000,aq,udp,220.245.246.2,14040,69,202.162.39.198-static.reverse.uii.net.id
23-feb-2022,22:15:19.000,ar,udp,197.242.144.170,52369,774,ns2.apik.co.id
23-feb-2022,22:15:19.000,ar,udp,45.130.231.151,27320,429,poltekim.ac.id
23-feb-2022,22:15:19.000,ar,udp,23.32.237.123,42554,139,covidcenter.hilab.co.id
23-feb-2022,22:15:18.000,ar,udp,61.220.9.190,9364,523,brahma.unesa.ac.id
23-feb-2022,22:15:19.000,ar,udp,61.220.8.27,33805,702,core01.maxindo.net.id
23-feb-2022,22:15:18.000,ar,udp,61.220.6.63,53943,164,www.intel.co.id
23-feb-2022,22:15:19.000,ar,udp,61.111.20.31,6145,1031,viruu.id
23-feb-2022,22:15:19.000,ar,udp,220.245.246.2,14040,777,202.162.39.198-static.reverse.uii.net.id
23-feb-2022,22:15:19.000,aq,udp,61.220.1.76,15664,45,ns1.idplay.co.id
23-feb-2022,22:15:19.000,aq,udp,106.102.124.31,51986,35,dtk.id
23-feb-2022,22:15:19.000,aq,udp,185.180.100.67,44813,54,dns1.pandi.id
23-feb-2022,22:15:19.000,aq,udp,14.141.100.5,11124,51,mercury.blueline.co.id
23-feb-2022,22:15:19.000,aq,udp,162.218.67.34,56692,55,cbncloud.co.id
23-feb-2022,22:15:18.000,aq,udp,2.17.112.39,61133,49,www-src.lazada.co.id
23-feb-2022,22:15:19.000,aq,udp,23.56.109.191,46464,45,www.airbnb.co.id
23-feb-2022,22:15:19.000,aq,udp,185.180.100.67,45233,54,ns2.itb.ac.id
23-feb-2022,22:15:19.000,ar,udp,61.220.1.76,15664,690,ns1.idplay.co.id
23-feb-2022,22:15:19.000,ar,udp,106.102.124.31,51986,466,dtk.id
23-feb-2022,22:15:19.000,ar,udp,185.180.100.67,44813,508,dns1.pandi.id
23-feb-2022,22:15:19.000,ar,udp,14.141.100.5,11124,682,mercury.blueline.co.id
23-feb-2022,22:15:19.000,ar,udp,162.218.67.34,56692,138,cbncloud.co.id
23-feb-2022,22:15:18.000,ar,udp,2.17.112.39,61133,141,www-src.lazada.co.id
23-feb-2022,22:15:19.000,ar,udp,23.56.109.191,46464,230,www.airbnb.co.id
23-feb-2022,22:15:19.000,ar,udp,185.180.100.67,45233,504,ns2.itb.ac.id
23-feb-2022,22:15:19.000,aq,udp,156.154.184.143,46267,41,idola.net.id
23-feb-2022,22:15:19.000,aq,udp,112.217.175.226,56986,49,hitechcomputer.co.id
23-feb-2022,22:15:19.000,aq,udp,106.241.133.13,41572,62,116.93.178.180-makassar.ip1.co.id
23-feb-2022,22:15:18.000,aq,udp,115.89.32.55,50880,57,ns1.cepat.net.id
23-feb-2022,22:15:19.000,aq,udp,61.220.11.99,28718,44,ns1.wave.net.id
23-feb-2022,22:15:19.000,ar,udp,156.154.184.143,46267,721,idola.net.id
23-feb-2022,22:15:19.000,ar,udp,112.217.175.226,56986,690,hitechcomputer.co.id
23-feb-2022,22:15:19.000,ar,udp,106.241.133.13,41572,710,116.93.178.180-makassar.ip1.co.id
23-feb-2022,22:15:18.000,ar,udp,115.89.32.55,50880,762,ns1.cepat.net.id
23-feb-2022,22:15:19.000,ar,udp,61.220.11.99,28718,692,ns1.wave.net.id
23-feb-2022,22:15:19.000,aq,udp,23.56.109.191,46071,45,www.airbnb.co.id
23-feb-2022,22:15:19.000,aq,udp,154.0.171.215,11966,48,dns2.varnion.net.id
23-feb-2022,22:15:18.000,aq,udp,115.89.32.55,38365,57,ns4.cepat.net.id
23-feb-2022,22:15:19.000,aq,udp,46.31.193.78,43595,49,tiny1.jetcoms.net.id
23-feb-2022,22:15:19.000,ar,udp,23.56.109.191,46071,230,www.airbnb.co.id
23-feb-2022,22:15:19.000,ar,udp,154.0.171.215,11966,701,dns2.varnion.net.id
23-feb-2022,22:15:18.000,ar,udp,115.89.32.55,38365,766,ns4.cepat.net.id
23-feb-2022,22:15:19.000,ar,udp,46.31.193.78,43595,186,tiny1.jetcoms.net.id
23-feb-2022,22:15:19.000,aq,udp,61.220.8.95,57928,59,rsu.tangerangselatankota.go.id
23-feb-2022,22:15:18.000,aq,udp,61.220.8.114,51944,62,116.93.178.180-makassar.ip1.co.id
23-feb-2022,22:15:19.000,aq,udp,46.31.193.78,43737,49,tiny1.jetcoms.net.id
23-feb-2022,22:15:19.000,ar,udp,61.220.8.95,57928,715,rsu.tangerangselatankota.go.id
23-feb-2022,22:15:18.000,ar,udp,61.220.8.114,51944,710,116.93.178.180-makassar.ip1.co.id
23-feb-2022,22:15:19.000,ar,udp,46.31.193.78,43737,186,tiny1.jetcoms.net.id
23-feb-2022,22:15:19.000,aq,udp,144.202.124.111,54306,40,link.net.id
23-feb-2022,22:15:19.000,aq,udp,23.32.237.123,57959,52,covidcenter.hilab.co.id
23-feb-2022,22:15:19.000,aq,udp,46.31.193.78,56992,49,tiny2.jetcoms.net.id
23-feb-2022,22:15:19.000,ar,udp,144.202.124.111,54306,724,link.net.id
23-feb-2022,22:15:19.000,ar,udp,23.32.237.123,57959,139,covidcenter.hilab.co.id
23-feb-2022,22:15:19.000,ar,udp,46.31.193.78,56992,186,tiny2.jetcoms.net.id
23-feb-2022,22:15:19.000,aq,udp,154.0.171.215,48135,48,dns2.varnion.net.id
23-feb-2022,22:15:19.000,aq,udp,165.169.76.170,63149,45,www.google.co.id
23-feb-2022,22:15:19.000,aq,udp,61.220.1.76,54871,45,ns2.idplay.co.id
23-feb-2022,22:15:19.000,ar,udp,154.0.171.215,48135,701,dns2.varnion.net.id
23-feb-2022,22:15:19.000,ar,udp,165.169.76.170,63149,713,www.google.co.id
23-feb-2022,22:15:19.000,ar,udp,61.220.1.76,54871,690,ns2.idplay.co.id
23-feb-2022,22:15:19.000,aq,udp,23.58.82.8,44113,50,cms-dev.paytren.co.id
23-feb-2022,22:15:19.000,aq,udp,185.180.100.67,59038,54,dns1.pandi.id
23-feb-2022,22:15:19.000,ar,udp,23.58.82.8,44113,107,cms-dev.paytren.co.id
23-feb-2022,22:15:19.000,ar,udp,185.180.100.67,59038,508,dns1.pandi.id
23-feb-2022,22:15:19.000,aq,udp,185.180.100.67,36528,54,ns2.itb.ac.id
23-feb-2022,22:15:19.000,ar,udp,185.180.100.67,36528,504,ns2.itb.ac.id
23-feb-2022,22:15:19.000,aq,udp,23.58.82.16,33144,52,covidcenter.hilab.co.id
23-feb-2022,22:15:19.000,ar,udp,23.58.82.16,33144,139,covidcenter.hilab.co.id
23-feb-2022,22:15:19.000,aq,udp,23.32.237.128,51315,49,www.mcdelivery.co.id
23-feb-2022,22:15:19.000,ar,udp,23.32.237.128,51315,129,www.mcdelivery.co.id
23-feb-2022,22:15:19.000,aq,udp,46.31.193.78,35827,49,tiny2.jetcoms.net.id
23-feb-2022,22:15:19.000,ar,udp,46.31.193.78,35827,186,tiny2.jetcoms.net.id
23-feb-2022,22:15:19.000,aq,udp,23.58.82.8,47231,49,www.mcdelivery.co.id
23-feb-2022,22:15:19.000,aq,udp,61.220.8.64,50664,51,ns1.sukoharjokab.go.id
